id,review,sentiment
5203,кажуть кожного вистачить сентиментів реально класна картина режисура актори сюжет музичне оформлення окремий діючий персонаж раджу переглягути,0
3421,гарний фільм,1
3251,хороший фільм рекомендую,1
2421,хороший фільм жахів сюжет продуманий можливо й присутня нотка бального захоплюючий фільм рекомендую,1
1792,самий звичайни класичний ужастік століття кута вискакує химера видає різки неприємний звук нагнітаючу музику сценарій продуманий цікавий цікаво дивитися загальному й погано кращих фільмів жахів бачив останні декілька оцінка кінцець,0
17745,фільм супер поглянути,0
1183,переглянувши фільм чомусь одразу згадала синійкит печально насправді закінчується кіно,0
6147,депрессивний додивився,0
16090,фільм начепто непоганий правда звук недуже,0
6265,перша частина органічною тему й логічно а цій частині ляп ляпі вирішили скопіювати другу частину підправивши лінії персонажів додавши нової зайвої маячні результаті сценарію збігається дивитися неможливо діалоги персонажів взагалі мовчу взагалі мовчали й роботи виконували те написали сценаристи підсумку екшн знято непогано й дивився першу частину приємно згадати побачити сталося а от полюбляє логіку фантастиці жахіття хтось взяв одну ваших улюблених стрічок й спотворив невпізнаності p s тупість прибульців першому контакті першому фільмі зрозуміла типу знають обезбашені й розраховували повторюють помилки вдруге виникає резонне питання а має розум внеземна цивілізація вчиться помилках й двічі наступає граблі,0
6216,д супер абсурдів частина жанру,1
16113,класний фільмне напрягає мозок вечір красиві актори,1
12077,марна трата грошей фільм нецікавий враження аматори знімали купа якісних спецеектів а режисура івно,0
5210,пречудовий фільм однозначно вартий перегляду,1
9703,фільм непоганий менш динамічний перша частина набагато менш страшний,0
5948,годиннику ночі віктом гроза дома обожнюю фільми жахів вважаю важко налякати пробачте випадку додивився фільм змушений дивитися якусь комедію бо можу заснути дивився рекомендую,1
2111,страшний цікавий,1
750,пройдистів суперовий дубляж комедія навіка,0
8718,файно смішно має,1
1349,перші частини набагато смішніші,0
17446,фільм повний абсурду кліше кліше,0
6215,фільмець супер,1
6206,шлак дітей норм,0
1794,серйозно фільм круто бачити черепашок межами d мультика мультики кращі частини попрацювали пофіксили деякі кіноляпи всерівно от скажіть здорова черепашка розміром людини пролазить вузький люк от фільм сирий жалію потртив думаю комусь обовязково сподобався особисто думка,0
1348,знімали,0
4292,хейтери понарозводились,0
10979,цікавий фільм ідея нова,1
9732,хороший фільм страшним задумка крута,1
6709,фільм супер перебільшення головний герой зіграв супер свій вік фільмі кімната зіграв,1
17027,гірко дивитися колорит,0
8901,сподобалось,1
7331,круте кіно щось цій глибинці справжньому українському колориті,1
16248,чуттєвий фільм неймовірними акторами переглядаю а надивитися ніяк можу p s й книжка фільм крутецький,1
10816,книги фільм взагалі ніяк крутих моментів включили взагалі посил дивитися фільм драма цілком згодиться дуууууже фільмів зняті точнісінько текстом книги а дарма,0
10152,фільм неймовірний,1
8137,пам ятаю гидко книги пам ятаю захвату насправді дивно жодна засудила авторку те сенс вклала свій твір те підтекст прочитали справді хворий фільм гарний актори ніхто задумався глибший сенс поверхні зрозуміла страшне розчарування а лу лу справді надто чудова персонаж обожнюю нестями,0
7460,книга сумніву краща фільм емоційним плачу ️,0
6553,боже книжці зворушлива історія стільки тем порушується легке бабське чтиво проблема вибору страх вийти із зони комфорту комплекси ревнощі самолюбність повага вибору ставлення суспільства людей особливими потребами сімейна драма проблематичність пересування робити своїм життям окрім сидіти вдома фільм взагалі дає й й враження лу вілла лізе зраджує своєму хлопцеві й короте читайте,0
7332,спершу читала емоції передає книга згідна,0
5427,лежу реву,1
5186,блін крутецьке кіно дивився малою ледь стримував сльози радості вирішив написати відгук всій моїй нелюбові емілії кларк фільм чудовий гумор драма романтика клас,1
10146,нелюбові емілії кларк шо знати хочу підходь руки подавай зрадник емілію кларк любить самозакоханий егоїст,0
5103,фільм неймовірний,1
5061,фільм класний кінцівка засмутила,1
4927,фільм неймовірний усім раджу подивитися,1
4857,неймовірний фільм кінець неможливо передати словами,1
4806,подивилась сумно,0
4649,останнього сподівалася передумає,0
1005,простий фыльм приємна гра наївної дівчачої героїні хоче усе позитивістка довелося зустріти й покохати людину хоче жити важко відпустити людину яку кохаєш,0
8474,ем оптимістка,1
10309,відпустити таку людину надзвичайно важко сумуватимеш вистачатиме пройдуть роки бачитимеш пам ятатимеш усмішку,1
343,розізлив вілл егоістичний сноб думає яке любив понад усе думає близьких людей,0
2439,згодна старавсь усіх сил небуде розуміє хоче мучити близьких піти страждати болю бажань силах зробити дууууже важко жити змоги обійняти когось згодна віллом існувати обтяжувати близьких хочеться нікому батько молодец розуміє боляче фізично морально психічно син мучить,1
6554,розчарую книжці взагалі старався вибір вмотивований почитайте,0
9506,некий погатий фільм низька оцінка звісно дагато абсурдних нелогічних ситуацій всеж,1
8092,фільм любітєля режисери сценаристи спаскудили читайте стівен_кінг зона_покриття,0
2467,сюжет фільму кінксман,0
928,читала книгу подивилася фільм чесно кажучи фільм сподобався взагалі намудрили моментів пропущено впливають розгорнення сюжета раджу дивитись цікаво легко читання,0
9,додайте анонси фільмів,0
10,трішки терпіння,0
18008,народ павук забрав шит кепа павук повернення додому фільм зроблиний а павук повернення додому пасхалка людини павука,0
16787,бомбезний фільм заруби месниками друзями цікавіші їхнє спільне протистояння поганців плюс показано міжособистісних моментів підкреслюють людяність героїв сенсі їхні чисто людські риси історичних відсилань минуле героїв повнішого розуміння глибини конфліктів а важливо подальшого сприйтяття команди месників майбутніх подій взагалі рекомендую фільм перегляду слідкує хронологією marvel а хоче переглянути хороший блокбастер із захоплюючими бійками,1
11148,фільм шикарний бляха убогі стогнуть месники погані вбивають д невже розуміють якби месники землею би керував локі би знищенна альтроном,1
16070,локі цілком згоден а от альтрон справа якби старк бенером альтрона руйнувань,0
6558,о доведеться доведеться нести ремонт говорить совість давненько розмовляли ору мураха стає гігантом павук йосип драний мураха йохохохо крихітний збільшився збільшився блін офігенно топ фільм,1
4492,страааашенно сподобалось українську незрозуміло субтитрів звучала пацакська,1
8148,зімбабську фрицевську субтитрів помітив чіпляє расейська а фріцами гаком лади об єктивним фільм йосип драний,0
12369,фільм позитивний цікавий рекомендую,1
8100,хороший смішний фільм вартий перегляду,1
1401,кіно достобіса вульгарне банальне наречений витягує дивитись загалом,0
339,пторібно дивитися українській мові доречі скажу згідний рахунок перекладачі чудові озвучка слова хотя усі загальному плані чудовий фільм чодному харизматичному виконанні,1
153,кумедний кінчик джеймс франко якій ролі харош,1
18,із цікава смішна комедія практично фільму почати ржати,1
8,перекладачі найкращі починав дивитись комедію російською думав повний відстій українському перекладі реально смішний фільм,1
15556,якийсь момент почнеться чистий сюр бо непевне важко передбачити відбувається бік рухається сюжет фільм крутий красивий раджу втомився шаблонного голівудського кіно затертих сюжетів,1
28,із том генкс висоті трішки комічна роль фільм грані фолу динамічний цікаво знятий рекомендую,1
17332,досконалості нема меж слава україні слава нації,1
13648,сподобався фільм залишає теплий післясмак рекомендую,1
12672,супер відмінний байопік думав щось документальне а виявилось повноцінне художнє кіно пеле усім любить спортивні драми рекомендую,1
15557,хороший фільм,1
6579,текст дибільному написаний слава нашим перекладачам,0
17161,почався закінчився фільм зібрав очікувану касу яку покладали надії боси юніверсалу кіно вийшло смаку родзинки подивився забув масштабів володара кілець вдалося наблизитися знаєте одна річ яку пам ятаю досі саундтрек головна тема епічна викликає мурашки шкірі єдине хороше враження яке лишило екранізація варкрафту,0
15368,шанувальників хай фентезі рекомедую,1
15369,рекомендую шанувальникам високого фентезі,1
12381,вдало скомбійнували мультики фільмом дивитися робити висновки балів,1
10246,зачепило сюжет прстий вдалий актори висоті ефекти якісні особливої кривавої бійні,1
8132,очікував цікаво бо іграх знімають всяку лажу вийшла доволі непогана фентезі казка подобі володаря кільця,1
6060,норммальний фільм сподобавсячекаю продовження,1
5274,супер сайт супер адміни супер фільм,1
4564,цікавий фільм,1
1591,фільм хороший дивились сином сподобалось клас терон висоті,1
17898,чудовий фільм гарного сімейного перегляду вірте дива стануться,1
16452,чудове кіно захваті,1
4904,кіно момент зустрічі дочками веселий й усе,0
12326,фільм хороший хороший проте книга довподоби,1
6394,фільм класний емма дівчина вогонь а оливка лекша повітря оливка маленька трошки кінець норм,0
12323,щось впетрав й гайда книжці шукати думав неуважно читав таки читав закрутили,0
2964,дочитала книгу проте фільм дууууже сподобався забрали книги змінилася якби могла оцінити фільм поставила зірок емоції зашкалюють,1
1179,ци згоден оригінал тобто книга краща фільму фільмі перекрутили вміння героїв змінили закінчення проте історії оригінальна шанувальникам цікавого фентезі раджу,0
1075,оригінал тобто книга краща фільму фільмі перекрутили вміння героїв змінили закінчення проте історії оригінальна шанувальникам цікавого фентезі раджу,0
486,чудова історія,1
23,із вроді казка фентезі гарно мило просякнуте добром складається враження реальне існування такого місця всі дивні незвичайні одночасно рідні дружні єва грін родилась даної ролі режисеру карму,1
15282,фільм сподобався раджу цікавий сюжет красиві сцени непоганий гумор,1
13100,фільм чудовий позитивний,1
5215,видовищний екшн наповнений гумором дружба кохання самовідданість передивлявся неодноразово рекрмоендую,1
3751,топ фільм топ раджу подивитися,1
17102,полюбляю треш комедію трешова треш комедія розумію фільми сподобатися настільки лайно відомо дивиться звик таких комедіях твориться несусвітня хірня переборщили наприклад нелогічна поведінка героїв телепортації герої одній локації говорили бах всьо іншій локації а сцени герої закохалися послали контракт опять любов розсталися опять любов ватафака мазафака єдиним приємним фактом моменти висміювання книги відтінків сірого деяких акторів фільмів відрізки усміхався взагалі вибір деградувати житті дивитися картину,0
15956,люблю фільми,1
12403,ржачний фільм гумор душі особисто обожнюю фільми марлона уейнса,1
11583,осилив хв,0
10371,цілком несправедливі настільки ржачний трешак явилося абсолютно збочене бажання подвивитися оригінал тобто повний відстій назвою відтінків сірого,1
5962,потужний фільм чесний солдати зрозуміють рафіновані міщани навряд,1
5641,фільм поганий виглядає емоційно залишає байдужим показали одночасно віру бога силу волі головному герою нелегко довелося знав йде заради нехай воював героєм,1
5346,примітивний трешак,0
3612,фільм видався слабим обмеженим слаба режисура хотів би уникнути порівнянь паралелей згадайте рятуючи рядового раяна скаже фільм гірший відчуття плавності зміни подій локації щодо локацій перегляду складається враження дивишся якийсь серіал якось усе рвано наче уривками героїзм трагічність заслуговують уваги органічності чиста гра камеру видно подивитись фільм скласти враження,0
2046,кіношедевр,1
25,із гарфілд молодчинка роль влився гарно фільм вартий уваги гарно знятий реалістично щов дивина найбільши сподобалось гарно чітко показали витримку силу волі людини рекомендую,1
30,гарфілда доповнювали тереза палмер сем уортінгтон вінс вон хьюго уйвінгом склад підібрався надзвичайно сильний безумовно пішло плюс картині а щодо мела гібсона режисерській кар єрі взагалі жодного схожого ідентичного фільму всі різну тематику кардинально відрізняються міркувань совісті плані якимось винятком фільмом проведена величезна робота гібсон надихнувся реальною історією десмонда досса виклався повній,1
14558,чудовий фільм позитивний драйвовий веселий гарного настрою те,1
1058,фільмі стільки роялів кущах вистачило цілий оркестр а цілому непоганий,0
11318,веселий дивитися,0
10347,нормальний фільм дивитися,0
9089,фільм цікавий веселий відключити мозок дивитися починаєш думати діями героїв виникає питання взагалі компанія існувати такими працівниками керівниками,1
4635,нууу такево еністон кумедна адаптована озвучка врятували комедію й фона,0
10901,фільм супер дивіться пожалієте чим посміятись настрій,1
35,прикольний фільм українській мові російський супровід,1
4405,розберемо темам мінуси режисура нема рівноваги виділенню минуле майбутнє фільм суті йде хв анріал показати шарити фільмі вбіса твориться суті головний недолік впливає решту плавність знятих кадрів бійками якби реальності намахувалися клинком встиг пожрати посрати поспати нема розкриття персонажа пофігу гг фільма пофігу гг кінці фільма розкрийте стати ассасіном хвилин перебування анімусі сюжет нагадую канонічний фільм завдяки нашим улюбленим юбісофт серія ігор ac язані фільмом лисого гг розуміє іспанську мову анімус господи боже адаптує мову якою розмовляли предки гг мови якою розмовляє гг нафіг потрібна зброя перебувати анімусі злита кінцівка спойлерити зрозумієте плюси хороша гра акторів ключове слово хороша погано відмітився майкл фасбендер гарно зіграв сюжет мислити глобально нормальний вище переказані мінуси мішають реалізації добвані хвилин фільму ахх згорю операторська робота висоті плані красивих кадрів пейзажами мадрид го століття сучасності показаний гарно сподобалась погоня конях якби пару кадрів взагалі ідеальна,0
3636,фільм із гарна задумка фільмі гра акторвів,1
1645,kex події фільмі відбуваються подій гри а грі пристутні спогади сучастність дивні апарати фільмі показати необхідно фільму очікував більшого із,0
19,із спецефекти нормально гра акторів нормально перегляд трошки знудив скажу очікував набагато більшого фільму забрали фантастики якісь спогади якась машина типу повертає минуле путанини режисеру зняти фільм асасинів фільм мав би часи століття сучасності дивних апаратів п кадри фільму герої поринаються століття набагато цікавіші кадри якоїсь таємної лаборатторії фільм перегляд рекомендую думок всі різні,1
4381,пройди хоть одну частину гри зрозумієш яку маячню написав,0
10949,фанат ак скажу якраз проблема фільму має проходити гру зрозуміти концепцію задуму нажаль фільм розкрив шкода зняти цікаву серію стрічок,0
14184,фанат ак напишу мав увазі маючню рахунок забрати наукову фантастику фільму чорт забирай те взагалі побудований всесвіт ак твоєму маячня,0
13616,чудовій фільм сподобавсь,1
15826,жах всі злочини відбуваються суцільній тиші фільм справді страшний жорстокий взагалі складається враження документальний моторошніше пива попкорну,0
9552,інтимних сцен нема шо дивитись,0
3101,повне лайно подивився фільм повністю зекономити прочитали відгук дивились фільм фільм тупий затягнутий й елементами дитячого п о взагалі погодився фінансувати,0
120,сурдопереклад якийсь зробили тобто навпаки жесть страшний жорстокий фільм,0
15629,комедія схоже тупе американське кіно,0
2490,україні будинки,0
2491,власне львові,0
1511,фільм годний думав стилі американського пирога фільм оригінальний самісіньких титрів виникало бажання вимкнути сюжетні дири фільмі незначні розумію молодіжне кіно й оцінка,1
1180,ніяк режисеру табло набити лайно українські студенти й витворяють виглядає гидко американські молодіжні типу комедії вечірки знімаються красивих кольорах показується алкоголь дівчата виглядає вульгарно сюжетна лінія додається інтрига якою розпуста виглядає брудно а хотіли а вийшло сюжет лайно ніякої інтриги показали світу українці алкаші censored кожному кроці привселюдно гидота,0
6146,ладно занудою классний фільм знімався кацапської агрессії,1
9504,а фільм класний рівні голівудом re показується алкоголь дівчата виглядає вульгарно судить а ніразу доводилось норм відірватись печалька судити можливо проблему шукати можливо герой фільму говорить год хв,1
8532,сподобався фільм доволі цікавий нетерпінням чекаю продовження,1
6291,фільм сподобавсь режисура погана сюжет гарний а зйомка природи взагалі супер гра кульгала й декорації бюджет же великий фільм вартий перегляду,1
624,дописи цьогорічним блокбастерами ставив а захотілося представляю вийшов би класний фільм пару міліонів,1
271,гарний фільм,1
3,чудовий український фільм реккомендую перегляду гра акторів й спец ефекти рівні х проте цікаво перглядати,1
11,думаю микола васильович подивившись екранізацію залишився задоволений дивився фільм обов язково подивіться,1
4,сильний фільм дивлюся знаходжу щось нове разу думав архетипи українців яскраво продемонстровані фільмі вразило козацька старшина топтала хліб перепелиних ловах ворог головним еліти готові співпрацювати ворогом людей ставилися безправних рабів проблема лишається актуальною понині середній клас сформується таких козак ваиль воїнів пройшли ато знають честь гідність любов батьківщини,1
18101,сильне кіно неспішне спокійне чіпляє ура дивишся одному подиху п с класний опис фільму вперше помічаю копірайтери працюють влучно заманливо описують фільм цікаво кіно виставити обов язково переглядають,1
17498,уже норм,1
10432,шикарне кіно пропустив,1
18100,подумав,1
9592,фільм шедевр актерам браво оцінка із,1
6224,вражає гарна гра,1
5017,офігенський фільм поважаю афлека фільми арго аудитор різні фільмах зіграв відмінно,1
3583,фільм чудовий,1
2604,чекав чогось посереднього увімкнув фона готував вечерю ледь погоріло найкрутіший бойовик участі бена афлека доводилось бачити динамічний цікавою ідеєю,1
15923,якась маячна зоряні війни рулять,0
11267,дурня шкода вітраченого,0
113,гарне продовження франшизи чудовий візуал музика гра акторів цікавий сюжет український дубляж висоті рекомендую перегляду,1
16126,фільм чудовий захваті,1
13090,підтримую delaverty усі пастки замки дверях а момент випадає вікна яке вийти бо грати викликає когнітивний дмсонанс й назва якось назвати важливість гігієни житті грабіжника мийте ноги пограбуванням недоглянуте взуття щось бо сліпий виявив смороду взуття а вразило сліпий чувак тримає підвалі вагітну заручницю зберігав холодильнику коло,0
9117,перше опис відповідає фільму ніяких маси смертельних пасток взагалі нема сліпий дядько валить злодіїв друге фільм сподобався мінімум те якому світлі показані герої зробили злодіїв бідних нещасних мучеників нема ніякого жалю таких людей полізли обкрадати сліпого ветерана й дочка загинула отримали заслугах шкода всі третє фільмі справді прокоментував ishtvan наприклад момент злодій зіткнувся сліпим коридорі сліпий відчув злодії закрились кімнаті другому поверсі говорять вікнах грати а випадає вікна фільм глянути рейтинг завищений,0
8970,якось виправдав очікувань,0
5769,інтригуюче настільки можу даже оцінити фільм,0
18086,угарав почала фігачити,1
17116,аврору розбудив би,1
16589,шедевр,1
13540,гарна космічна казочка чудова гра акторів,1
9096,найкращий із фільмів фантастики,1
8687,ніяких жахів хеловінів вбивств насильства збочинства йєс окрема подяка перекладачам голосам супер,1
6214,доволі кежуал,1
3211,котре переглядаю думка якістне кіно ньому висоті гра акторів режессура графіка гадаю дженніфер лоуренс фільм би вийшов таким яскравим перлина фільмі акторська гра вище всякої пошани й кріс пратт впоровся своєю роллю подобається те режиссер зробив фільмі першу чергу лінію кохання доречна вписується загальний фон характери героїв опрацьовані глядач розуміє поведінку героїв доречи протязі кіно ціково спостерігати фоні таких дешевих дикорацій графіки от передивляюсь друге а третє дивлячись те сюжет пам ятаю одно цікаво передивлятись оцінка,1
2385,взагалі якесь змішане відчуття кінці якось неприємно вийшло прочитати оригінальний сценарій сюжету виходило якось цікавіше розумніше й головні герої такими бездушними nbsp показати приховати текств цій версії гг виходить якимсь покидьком зруйнував одній людині й дівчина кінці якось факто зруйноване бачитиме виродка привіт стокгольмський синдром оригіналі інакше знаю відмовились первісної ідеї цікаво пошукайте інеті оригінальний задум фільму бо ннннну якось стрьомно спробували зробити якусь романтичну фантастику кінці залишається огидне відчуття романтикою цій версії поряд пахне,0
3614,а оригінальним сценарієм,0
3794,оригінальному задумі сцені їдальні система дає збій викидує усіх сплячих пасажирів космос усі гинуть тож якби гг розбудив дівчину вмерла факто випадково рятує кінці фільму корабель прибуває планету із виходить купа людей заселяють новий світ нащадки головних героїв тобто кінці головні герої стають такими адамом євою нової планети цікава аналогія особисто думка вважаю фінал цікавішим отримали кінцевому продукті цікаво дізнатись усі зміни сценарії даю посилання стаття цілком англійською мовою https screenrant com passengers original script ending film,0
5405,й велика купа нащадків лиш людей вийде перше а друге всі близькі родичі наприклад діти аврори джима навряд захотіли створювати ю бо братами сестрами розбудили когось проте вашою версією викинуло космосу борту зробити штучне запліднення,0
17767,загалом описане нічим відрізняється відбулося фільмі якби дівчину розбудили корабель би врятували загинула тобто факто випадково врятували й усіх пасажирів додачу,0
2375,а пробуждення перевiв,0
1655,захваті обов язково перегляду,1
661,цікавий захоплюючий фільм справжніми емоціями й далеке майбутнє захваті,1
347,круте кіно,1
6815,мега нудний затягнутий фільм ньому якийсь глибокий сенс важко розгледіти нудьгу прийшлось фільм потрохи промотувати бо дивитись повністю неможливо оцінка,0
16543,найкращий фільм поплачте задоволення інколи корисно,1
14689,фільм прооостооо дужеееее глибоки повчальним змістом рекомендую,1
9865,рекомендую,1
7956,дууууже сподобався фільм обов язково подивіться,1
5788,неймовірно прекрасний фільм,1
5524,супер фільм улюбленим вілом сміттом рекомендую дивитись носовичками,1
4836,сподобався шикарний фільм наплакалась разом акторами гарний неперевершено грають тексти незвичайні,1
3384,відмінний переклад фільм голівудський,1
2052,переглянула зрозуміла прихоана краса а фільм класний,1
980,непеверевершений фільм дубляж приємно слухати й такій якості отримав массу хороших вражень,1
586,пісня грае запускае доміно с фільма,0
68,акторському складу авторам фыльму створював всим опікувався українським дубляжем глибоко боляче смачно прекрасна стрічкапісля вчорашнього зелена карета том,1
17856,місцями смішне непристойне,0
9116,забагато вульгарності гумор базується непристойностях поліція моралі дитиною кіно подивишся,0
3305,кіношка а от український переклад відпадний,0
13104,щодо перекладу точно,1
17631,називається музика,0
15425,крутий фільм,1
12873,проходняк настільки тупого головного лиходія бачив сцена із ртуттю шедевр,0
7421,фільм супер сподобався подивився рекомендую,1
5375,фільм бомба дивився кінотеатрі прокаті мою думку найкращий фільм франшизи людей ікс,1
4879,класне кіно рекомендую,1
7824,класний фільм щось новеньке,1
6145,улюблений фільм алкаша сцена сподобалась dddd,1
5781,сподобався цікавий сюжет,1
6738,фільм бомбезний актори красавчики ️,1
116,фільм ульот український переклад бомба,1
3589,частина капець страшно,1
1019,фільм поганий закінчення прямим текстом друга частина порадувало,0
3721,цікаво тривожно,0
13487,фільм реально класний реальній історії фільм людину великої літери,1
11523,фільм шикарний напруження відпускає кінця раджу подивитись любителям фільмів катастрофи,1
7044,фільм повний відстій,0
5287,розвеселили портрети розумовського полуботка одному приміщень,1
4995,фільм повна лажа збігається історичними подіями й відчуття перегляді актори роль грають шкільній виставі,0
4980,шкода богдан ступка дожив знімався фільмі сильний український актор найкращий царство небесне,1
4484,враження часи цифрового відео кіноплівка погана,0
3561,чудовий фільм хороші актори гарна сюжетна лінія розвиватись українському кіно розвиватись скажіть художній фільм нагадує виставу кінокритик профі висловлюю суб єктивну думку глядач вистачає чогось фільмі ой вистачає,1
2693,фільм вогнем мечем полякі знімались українці татари а українець грав чаплинського тай польська українським акцентом погано звучить а взагальному вражений українці рівень кіно підняли нема сильних спец ефектів бойовиї сцен голівудської кіностудії,1
1917,фільм непоганий невистачає військових сцен сильно стиснута історія яку годину розтягнути,0
1746,фільмм вартий перегляду пригадування історії цікавий сюжет дививсь захопленням,1
1382,цікавий фільм пишаюсь народилась ладижині відбулась битва батогом великою перемогою,1
825,хороший фільм вразив,1
644,колоритний фільм клас,1
349,фільм серійний,0
350,серіалі серії а повнометражна версія,0
351,серіал поділений частини фільм,0
352,серіал зліплений одну частину фільм,0
191,фільм цікавий раджу подивитись,1
9437,подобається чорний юмор ламання стіни голі груди фільм точно фільм сподобався,1
7352,варто подивитися дедпул реально живе кіно раян рейнольдс шокував прибив пришпенделив бляха своєю грою дубляж монстрезний капець,1
5892,жарт путлера сподоб,1
2019,найкумедніший бойовик евер захоплюючий сюжет якісні ефекти неперевершений гумор раджуусім шанувальникам marvel,1
17497,хрінь вмикаю кіно а серіал якийсь щось глячить сайті,0
4303,одному диханні,1
3836,подобається фільм подобається сайт бо справжній український українськими перекладами гарної якості відео перекладу стосовно реклами зачепило таким чином заробляєте подобається серед фільму вставляєте ідіоти якість рекламної культури наябиш гарно мав фільм дивитись передумав вульгарщина рекламі роздратувала,1
3463,фільм суперський,1
2018,найкраще фентезі бачив останніми роками ідеально сюжет актори персонажі гумор спецефекти музика рівні вартовими галактики усім раджу дивився разівз,1
1394,найкращий фільм коміксам круті ефекти сценарій актори бомба,1
1346,суперовий бомбезний фільм,1
221,доктор стрендж найкраща екранiзайiя комiксiв marvel,1
24,із ох камбербетч фільм цікавий динамічний типовий фантастика бенедикт ролі дивися вдало правильно рекомендую,1
17670,рейтинг imdb такого фільму однозначно занизький отримав неабияке естетичне задоволення а вдвічі приємніше покидьки кацапи окреме,1
8559,чудовий фільм ставлю а головний герой моїх улюблених акторів рекомендую кіно другу частину,1
8570,подивись дензелом фільми розчарують обіцяю,1
8414,вдвічі приємніше покидьки кацапи супер,1
8341,респект режисеру акторам мегареспект адмінам таку прекрасну анотацію фільму d,1
8311,оскара студію а українців щей гетьманську булаву сюжет гра дензел вашингтона неперевершено,1
7207,класний фільм води рекомендую,1
7098,гарний фільм актуальний росії а нашої держави,1
6655,фільм крутий заслуговує продовження,1
6112,шикарний фільм тішить американці гасять москальську мафію,1
6101,хороший фільм рекомендую,1
5607,опис фільму кращий фільм супер,1
5940,двічі приємніше покидьки кацапи,1
3827,гарний фільм анотація чудова невеличка помилка головний герой ветеран марінес а ветеран цру анб,1
1761,хех опис потішив,1
145,фільм крутий речі наступного має друга частина опис окрема подяка молодці робите самостійно а копіюєте перекладаєте написано душі,1
17881,найбільше шкода собаки,0
16171,шикарний фільм,1
15627,такого опису точно подивлюсь кіно,1
12505,фільм супер очікував,1
8141,дивлюсь топ фільм,1
7399,коротко смерть кацапам рівз укроп всі а фільм бомба клласика жанру,1
5951,те відчуття опис фільму реально цікавий,1
5722,опис супер,1
15374,своєрідна фішка нашого сайту,1
5145,супер фільм сюжет картинку акторів справді набір штампів поєднані показані операторська режисерська робота висоті дивишся фільм подих перехватує клас,1
142,одне слово шедевр,1
18132,фільм крутезний дивитися такому перекладі можу ріже слух згадую вартових легенд діда мороза схожому озвучили смішно а тему взагалі,1
9526,переклад балів,1
6010,цікавий динамічний атмосферний фільм звісно казковий усі фільми шпигунів переклад відмінно,1
2322,переклад атмосферний цитата москалику,1
2079,хоть нормальний переклад показали азіров говорить,0
11747,шановний студія продакшн робила переклад азірова подивіться с справжні монстри,0
15880,класний позитивний фільм присвячується опустив руки однозначно перегляду оцінка,1
22,із милішого дракона фільмах зустрічав рекомендую перегляду віковим поколінням гарна добра мила казка,1
18082,мекса завалили маячня,0
9337,фільм затягнутий цілому поганий,0
9202,одним слово неперевершені,1
8757,чудовий фільм,1
7854,о рімейк самураїв раджу подивитися орегінал,1
7526,видовищний вестерн кращих бачив,1
4499,чудовий філь,1
3163,нормуль кіношка колись перегляну однозначно,1
1542,хм ґм хвільмі перестріляли стільки народу ледь зробили наймасовіше вбивство історії сінематографу гґ,0
20,із чудовий вестерн гарна гра акторів,1
